Sample_Name,BioSample,BioProject,Other_Name,Other_ID,Dataset,City/Location,Country,Continent,Location_Descriptor,Material,Latitude,Longitude,Lat-Long,Depth [IN M],Date_Collected,cb-broad-desc,cb-narrow-desc,cb-material-type,sra:env_broad_scale,sra:env_local_scale,sra:env_medium
,,,13114.king.27.s019,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s020,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s021,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s001,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s002,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s003,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s004,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s005,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s006,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s007,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s008,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s009,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s010,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s011,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.macrae.crerar.3.s012,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s001,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s002,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s003,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s004,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s005,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s006,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s007,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s008,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s009,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.46.s010,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.makhalanyane.47.s001,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s002,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s003,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s004,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s005,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s006,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s007,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s008,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.makhalanyane.47.s009,,EMP,,,,,sand metagenome,,,,,,soil,sand,soil/sediment,,,
,,,13114.mayer.33.s001,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.33.s002,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.33.s003,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.33.s004,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.33.s005,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.33.s006,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.33.s007,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s001,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s002,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s003,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s004,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s005,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s006,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s007,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s008,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s009,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mayer.34.s010,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.mcmahon.21.s001,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s002,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s003,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s004,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s005,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s006,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s007,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s008,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s009,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s010,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s011,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s012,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s013,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s014,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s015,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s016,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.mcmahon.21.s017,,EMP,,,,,activated sludge metagenome,,,,,,sludge,activated sludge ,,,,
,,,13114.metcalf.40.s001,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s002,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s003,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s004,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s005,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s006,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s007,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s008,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s009,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s010,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s011,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s012,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s013,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.40.s014,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.metcalf.81.s001,,EMP,,,,,mouse skin metagenome,,,,,,living-organism,mouse skin,,,,
,,,13114.metcalf.81.s002,,EMP,,,,,mouse skin metagenome,,,,,,living-organism,mouse skin,,,,
,,,13114.metcalf.81.s003,,EMP,,,,,mouse skin metagenome,,,,,,living-organism,mouse skin,,,,
,,,13114.minich.76.s001,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.minich.76.s002,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.minich.76.s003,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.minich.76.s004,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.minich.76.s005,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.minich.76.s006,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s001,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s002,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s003,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s004,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s005,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s006,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s007,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s008,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s009,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s010,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s011,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s012,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s013,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s014,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s015,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s016,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s017,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s018,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s019,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s020,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s021,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s022,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s023,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s024,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s025,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s026,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s027,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s028,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s029,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s030,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s031,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s032,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s033,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s034,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s035,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s036,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s037,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s039,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s040,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s041,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s042,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s043,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s044,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s045,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s046,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s047,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s048,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s049,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s050,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s051,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s052,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s053,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s054,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s055,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s056,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s057,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s058,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s059,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s061,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s062,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s063,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s064,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s065,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s066,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s067,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s068,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s069,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s070,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s071,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s072,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s073,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s074,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s075,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s076,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s077,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s078,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s079,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s080,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s081,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s082,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s083,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s084,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s085,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s086,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s087,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s088,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s089,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s090,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s091,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s092,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s093,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s094,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s095,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s096,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s097,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s098,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s099,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s100,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s101,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s102,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s103,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s104,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s105,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s106,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s107,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s108,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s109,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s110,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s111,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.mousseau.88.s112,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.myrold.5.s001,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s002,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s003,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s004,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s005,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s006,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s007,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s008,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s009,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s010,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s011,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.5.s012,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s001,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s002,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s003,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s004,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s005,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s006,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s007,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s008,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s009,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s010,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s011,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s012,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s013,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s014,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s015,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s016,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s017,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s018,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s019,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s020,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s021,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.myrold.59.s022,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.palenik.42.s001,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s002,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s003,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s004,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s005,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s006,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s007,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s008,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s009,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s010,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s011,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s012,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s013,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
,,,13114.palenik.42.s014,,EMP,,,,,marine metagenome,,,,,,water,marine ,,,,
